"IDpol","ClaimNb","Exposure","Area","VehPower","VehAge","DrivAge","BonusMalus","VehBrand","VehGas","Density","Region","ClaimAmount"
4127330,0,0.77,"E",7,14,65,71,"B5","Regular",3866,"R24",0
2024728,0,0.71,"D",4,2,52,76,"B12","Regular",645,"R94",0
6112493,0,0.4,"E",8,0,26,95,"B12","Diesel",5134,"R23",0
5083297,0,0.51,"E",5,6,34,54,"B2","Diesel",5328,"R31",0
33201,1,1,"C",5,4,32,69,"B2","Diesel",362,"R54",1303.48
4040015,0,0.17,"C",4,4,58,50,"B3","Diesel",132,"R94",0
113953,1,0.33,"A",6,10,25,112,"B1","Diesel",11,"R24",1128.12
2241177,0,0.2,"E",8,0,25,76,"B11","Diesel",3317,"R93",0
4136116,0,0.56,"C",4,10,23,80,"B2","Diesel",473,"R53",0
2225788,0,0.21,"C",7,5,55,125,"B1","Regular",269,"R91",0
3166345,0,0.57,"A",6,6,55,59,"B2","Diesel",21,"R24",0
102556,0,0.48,"C",10,5,47,100,"B10","Diesel",206,"R24",0
1154008,0,1,"A",4,15,48,50,"B1","Regular",17,"R24",0
2016367,0,0.45,"D",7,2,36,100,"B12","Diesel",1468,"R93",0
2260029,0,0.32,"E",4,12,28,76,"B2","Regular",3973,"R23",0
6095729,0,0.36,"C",7,1,51,59,"B12","Diesel",223,"R91",0
1128477,0,0.01,"C",10,9,38,50,"B4","Regular",208,"R52",0
6060115,0,0.11,"D",6,4,54,50,"B1","Regular",1217,"R82",0
2081195,0,1,"B",5,10,57,50,"B5","Diesel",57,"R24",0
2105336,0,1,"C",9,7,46,50,"B2","Regular",129,"R41",0
2231551,1,0.53,"C",6,5,31,68,"B3","Diesel",280,"R72",185.75
2219622,0,0.08,"A",9,13,40,50,"B10","Regular",43,"R26",0
2003065,0,0.41,"E",12,10,55,118,"B12","Regular",3110,"R11",0
3037052,0,0.36,"F",9,2,42,82,"B12","Regular",16533,"R11",0
3133592,0,0.25,"E",4,4,30,80,"B1","Regular",3866,"R24",0
2210726,0,0.28,"C",7,3,38,50,"B10","Diesel",291,"R11",0
2263142,0,0.5,"D",5,6,44,72,"B1","Diesel",1622,"R91",0
56586,0,1,"D",5,5,42,50,"B1","Regular",657,"R54",0
2009648,0,0.04,"E",5,2,43,50,"B12","Regular",6736,"R11",0
139135,0,0.58,"D",7,1,54,50,"B4","Regular",679,"R72",0
80984,0,0.71,"C",11,4,50,50,"B1","Diesel",222,"R24",0
2124572,0,0.53,"C",5,16,24,118,"B1","Regular",385,"R82",0
40822,0,0.4,"E",4,19,25,76,"B1","Regular",9307,"R82",0
3033288,0,0.13,"F",6,0,74,50,"B12","Regular",14368,"R11",0
4176454,0,1,"A",4,12,71,50,"B6","Regular",32,"R24",0
3184351,0,1,"D",5,8,53,50,"B3","Diesel",1165,"R53",0
2012451,0,0.28,"B",7,10,42,50,"B12","Regular",66,"R93",0
3097283,0,0.05,"D",6,2,50,55,"B1","Diesel",1466,"R31",0
1068785,0,1,"B",6,5,55,50,"B3","Regular",75,"R22",0
4157963,0,0.48,"E",6,14,57,95,"B1","Diesel",3541,"R52",0
2188962,0,1,"A",11,5,56,50,"B12","Diesel",49,"R24",0
2036160,0,0.02,"F",4,3,35,85,"B12","Regular",27000,"R11",0
3045192,0,0.65,"C",12,0,38,50,"B12","Diesel",106,"R11",0
158794,0,0.49,"E",10,8,36,72,"B2","Diesel",4087,"R53",0
2271175,0,0.83,"D",6,12,65,50,"B2","Regular",824,"R91",0
4131645,0,1,"A",6,3,45,50,"B2","Diesel",20,"R24",0
6100915,0,0.19,"C",7,2,50,81,"B12","Diesel",443,"R82",0
39097,0,0.12,"C",7,12,30,60,"B1","Regular",194,"R11",0
2186096,0,1,"D",5,7,73,50,"B5","Diesel",581,"R82",0
158009,0,1,"C",6,10,51,50,"B1","Diesel",102,"R52",0
2028372,0,0.16,"E",4,0,44,50,"B12","Regular",3963,"R91",0
1186438,0,1,"E",8,13,31,51,"B6","Diesel",7259,"R31",0
84642,0,0.34,"D",7,3,29,64,"B2","Diesel",1408,"R52",0
2122029,0,0.3,"D",13,23,47,50,"B10","Diesel",1732,"R82",0
4151296,0,1,"A",5,5,40,50,"B1","Diesel",27,"R24",0
3044637,0,0.24,"D",4,1,40,53,"B12","Diesel",782,"R41",0
6111978,0,0.03,"A",13,0,53,50,"B12","Regular",23,"R83",0
4176310,0,1,"B",5,15,65,50,"B3","Diesel",70,"R53",0
4114938,0,1,"B",7,9,72,50,"B1","Diesel",86,"R24",0
2103547,0,1,"E",4,17,27,68,"B2","Regular",2472,"R82",0
2269296,0,0.08,"E",5,6,51,50,"B3","Diesel",2191,"R26",0
2145776,0,0.23,"A",4,7,48,50,"B2","Diesel",16,"R26",0
2055980,0,1,"A",5,5,51,50,"B2","Regular",25,"R54",0
3213146,0,0.35,"D",5,18,55,95,"B2","Diesel",570,"R25",0
2098719,0,1,"B",4,13,32,54,"B4","Regular",84,"R24",0
2184448,0,0.32,"B",5,5,54,62,"B1","Diesel",83,"R24",0
3044482,0,0.8,"C",5,8,65,60,"B3","Diesel",413,"R31",0
1007025,0,0.46,"E",9,1,46,68,"B12","Regular",6257,"R11",0
3099978,0,1,"B",4,6,55,50,"B2","Regular",56,"R24",0
6065421,0,0.74,"D",6,3,59,50,"B12","Diesel",793,"R11",0
5065839,0,0.14,"D",8,1,33,50,"B12","Regular",1871,"R82",0
4183275,0,0.08,"A",6,9,66,50,"B2","Diesel",29,"R53",0
1010633,0,0.65,"D",8,1,70,65,"B12","Regular",657,"R93",0
1168249,0,0.55,"E",6,4,37,50,"B1","Diesel",9307,"R82",0
1099523,0,1,"D",4,13,31,60,"B2","Regular",817,"R31",0
4067351,0,0.04,"A",8,0,65,50,"B12","Diesel",14,"R73",0
2230917,0,0.08,"E",6,3,38,57,"B5","Diesel",4348,"R72",0
4061113,0,0.35,"C",4,0,55,58,"B12","Regular",237,"R93",0
4078718,0,0.12,"D",4,1,28,90,"B12","Diesel",1541,"R91",0
4004477,0,0.07,"E",12,9,41,50,"B12","Regular",3317,"R93",0
2055362,0,1,"D",5,3,37,50,"B3","Diesel",747,"R53",0
3243745,0,0.07,"C",4,7,50,100,"B2","Diesel",142,"R52",0
2282512,0,0.26,"E",6,15,48,50,"B1","Diesel",3317,"R93",0
3233576,0,0.24,"C",4,14,73,50,"B1","Regular",189,"R91",0
2278429,0,0.08,"D",9,14,55,58,"B2","Regular",1185,"R11",0
5087225,0,0.96,"C",6,3,22,86,"B12","Diesel",145,"R73",0
2265124,0,0.08,"E",4,20,56,77,"B5","Regular",9307,"R82",0
3146360,0,0.27,"E",5,11,30,85,"B1","Regular",4762,"R93",0
3114523,0,0.24,"D",4,14,53,50,"B5","Regular",1250,"R93",0
5048520,0,0.24,"E",9,8,47,72,"B12","Regular",4408,"R11",0
2282734,0,0.08,"C",5,8,35,85,"B2","Regular",199,"R93",0
4169616,0,0.21,"C",7,1,37,100,"B2","Diesel",211,"R82",0
3072406,0,0.86,"C",6,8,39,50,"B2","Diesel",473,"R53",0
2140555,0,0.63,"B",7,8,26,90,"B1","Regular",64,"R25",0
5072704,0,0.7,"C",8,3,43,76,"B12","Diesel",384,"R73",0
1012015,1,0.87,"C",6,4,44,59,"B13","Diesel",431,"R31",1128
2194597,0,1,"E",7,19,44,100,"B1","Regular",8455,"R82",0
4184816,0,0.24,"E",5,9,28,100,"B2","Regular",4116,"R24",0
2079431,0,1,"E",10,11,55,50,"B10","Diesel",3021,"R53",0
6081211,0,0.29,"C",6,2,27,68,"B12","Diesel",248,"R25",0
3084100,0,0.8,"C",5,6,29,57,"B3","Diesel",422,"R31",0
2287633,0,0.08,"E",6,4,44,50,"B2","Diesel",4059,"R23",0
2277140,0,0.5,"B",6,7,19,95,"B1","Diesel",73,"R24",0
2286495,0,0.49,"E",5,6,26,68,"B1","Diesel",9307,"R82",0
55935,0,0.43,"E",13,21,33,50,"B10","Diesel",3859,"R82",0
6025072,0,0.38,"A",6,4,64,50,"B12","Diesel",22,"R83",0
2021122,0,0.05,"C",4,1,40,64,"B12","Regular",126,"R82",0
2234809,0,0.08,"D",6,7,38,50,"B2","Regular",885,"R25",0
3202610,0,1,"A",6,11,66,50,"B4","Regular",27,"R24",0
2260740,0,1,"D",7,12,52,57,"B2","Regular",1326,"R93",0
67093,0,1,"E",8,12,45,50,"B10","Diesel",3963,"R91",0
147668,0,0.37,"C",10,3,51,50,"B1","Regular",222,"R24",0
3236699,0,0.08,"C",5,14,56,50,"B2","Diesel",276,"R91",0
2104754,1,0.66,"A",6,11,44,50,"B2","Diesel",49,"R54",561.89
171163,0,1,"A",8,6,37,50,"B13","Diesel",10,"R24",0
150509,0,0.4,"E",7,2,69,50,"B11","Regular",8455,"R82",0
45763,0,0.3,"D",5,3,36,50,"B6","Regular",586,"R41",0
150433,0,1,"D",5,7,41,50,"B2","Regular",1929,"R11",0
2214645,0,0.49,"A",10,15,42,54,"B10","Diesel",33,"R83",0
2197983,0,1,"C",7,8,67,50,"B5","Diesel",405,"R24",0
38353,0,1,"B",7,14,43,50,"B6","Diesel",53,"R24",0
6021729,0,0.62,"A",7,4,65,50,"B12","Regular",40,"R21",0
1060629,0,1,"A",6,6,68,63,"B2","Diesel",26,"R73",0
4034188,0,0.56,"A",6,1,45,50,"B2","Diesel",31,"R91",0
3147478,0,0.15,"B",7,14,39,50,"B2","Regular",51,"R24",0
4078654,1,0.96,"A",7,4,29,57,"B12","Regular",20,"R21",1204
4150048,0,0.58,"C",5,13,62,50,"B3","Regular",105,"R24",0
5032901,0,0.51,"E",8,2,76,50,"B12","Regular",3019,"R73",0
6103912,0,0.04,"E",10,1,49,50,"B12","Regular",5433,"R93",0
6102690,0,0.09,"E",4,4,83,62,"B10","Regular",2563,"R11",0
1022357,0,1,"D",8,2,57,50,"B2","Diesel",1064,"R24",0
1051782,0,0.08,"A",5,10,38,50,"B2","Diesel",32,"R24",0
3057266,0,1,"D",6,10,46,50,"B1","Regular",678,"R54",0
51687,0,0.77,"C",6,14,57,100,"B2","Diesel",405,"R24",0
3034536,0,0.02,"A",5,8,24,100,"B3","Diesel",45,"R93",0
4168683,1,1,"B",7,18,50,76,"B1","Regular",94,"R53",1204
5019046,0,0.95,"B",6,10,25,100,"B2","Regular",99,"R73",0
2129962,0,0.29,"D",8,1,34,50,"B5","Regular",1535,"R72",0
5107409,0,0.04,"C",11,0,48,54,"B12","Diesel",343,"R93",0
2160258,1,0.47,"E",14,1,39,50,"B2","Regular",5376,"R11",76.22
6113880,0,0.11,"A",8,0,64,50,"B12","Diesel",4,"R91",0
5035928,0,0.14,"D",5,10,27,72,"B1","Regular",721,"R93",0
119803,0,0.15,"D",7,15,54,68,"B1","Regular",1110,"R82",0
5078747,0,0.96,"C",4,6,53,50,"B12","Regular",251,"R52",0
145695,0,1,"C",6,6,28,64,"B2","Diesel",452,"R82",0
6014475,0,0.29,"E",10,5,64,50,"B12","Regular",4456,"R72",0
2091563,0,1,"B",5,18,41,50,"B5","Regular",62,"R54",0
168762,0,1,"B",6,4,29,85,"B2","Diesel",62,"R53",0
1059320,0,1,"C",6,8,61,50,"B3","Diesel",175,"R24",0
2227173,0,0.33,"E",6,10,28,72,"B1","Diesel",5410,"R11",0
2283014,0,0.08,"B",6,8,38,68,"B1","Diesel",87,"R31",0
1115226,0,0.16,"D",5,3,31,83,"B1","Regular",1313,"R24",0
3126234,0,1,"E",6,5,36,50,"B3","Diesel",2103,"R25",0
3070027,0,0.73,"E",6,15,58,50,"B1","Diesel",8884,"R11",0
2003961,0,0.27,"C",7,7,35,70,"B5","Regular",203,"R22",0
2166459,0,0.15,"C",8,19,41,50,"B1","Diesel",405,"R24",0
6107978,0,0.46,"C",9,1,43,68,"B12","Regular",190,"R82",0
1179698,0,1.41,"C",5,2,28,68,"B2","Diesel",190,"R93",0
1016443,0,0.06,"C",4,1,35,100,"B12","Regular",251,"R83",0
2277942,0,0.94,"C",7,0,39,50,"B2","Regular",174,"R93",0
2021040,0,0.67,"F",6,2,41,50,"B3","Diesel",15725,"R11",0
5092909,0,0.04,"E",7,0,46,85,"B12","Diesel",3341,"R11",0
74855,1,0.23,"C",7,2,63,50,"B5","Regular",262,"R41",1636.45
4018016,0,0.17,"A",4,15,59,50,"B1","Regular",31,"R52",0
2208117,0,0.79,"A",9,11,27,95,"B1","Regular",42,"R54",0
4122906,0,0.33,"D",9,13,43,50,"B1","Regular",747,"R53",0
31491,0,0.33,"C",6,13,28,76,"B1","Diesel",220,"R24",0
6011935,0,0.2,"F",11,10,42,65,"B12","Regular",27000,"R11",0
2208171,0,1,"A",5,3,65,50,"B3","Diesel",32,"R24",0
2196798,0,0.75,"A",6,7,31,50,"B5","Diesel",9,"R24",0
4121817,0,0.03,"D",7,9,21,95,"B3","Regular",1329,"R11",0
4051703,0,0.74,"A",12,8,43,50,"B12","Diesel",17,"R22",0
8517,1,0.27,"D",9,0,30,69,"B12","Diesel",1962,"R82",2233.78831866211
3045384,0,0.11,"D",15,0,43,72,"B12","Diesel",1384,"R82",0
1025947,0,1,"A",6,3,38,50,"B1","Diesel",10,"R74",0
2273434,0,0.08,"E",7,6,49,50,"B12","Regular",7259,"R31",0
3107903,0,0.18,"D",7,16,20,95,"B2","Regular",562,"R54",0
3242080,0,0.07,"D",4,6,42,50,"B1","Regular",772,"R52",0
3002408,0,0.02,"C",5,3,55,85,"B12","Regular",122,"R11",0
4168897,0,0.04,"C",13,0,40,50,"B12","Regular",182,"R24",0
1155273,0,0.55,"C",4,6,73,50,"B2","Diesel",126,"R24",0
2217698,0,0.08,"C",5,6,30,60,"B4","Diesel",444,"R31",0
2191048,0,1,"E",5,2,42,50,"B2","Regular",4116,"R24",0
4142726,0,1,"C",4,18,53,50,"B1","Regular",163,"R24",0
2277768,0,0.96,"D",10,5,52,50,"B2","Regular",669,"R82",0
2162910,0,0.27,"C",5,6,43,50,"B6","Regular",109,"R24",0
4025114,0,0.36,"C",4,1,41,68,"B12","Diesel",107,"R82",0
3030189,0,0.61,"A",8,0,51,50,"B12","Diesel",30,"R52",0
1109096,0,0.66,"E",6,13,31,51,"B1","Diesel",3374,"R42",0
1051892,0,1,"A",6,11,37,76,"B1","Diesel",13,"R24",0
3203959,0,1,"D",10,13,71,54,"B1","Diesel",801,"R54",0
5050291,0,0.22,"D",7,1,53,50,"B12","Diesel",665,"R41",0
3238072,0,0.08,"A",7,15,58,50,"B6","Regular",30,"R24",0
1151631,0,1,"C",4,10,46,50,"B2","Regular",182,"R24",0
5106066,0,0.07,"D",11,0,74,50,"B12","Diesel",1784,"R11",0
2161161,0,0.01,"D",4,2,23,76,"B3","Diesel",1064,"R24",0
4161940,0,0.9,"D",6,7,60,50,"B2","Diesel",1403,"R31",0
3250147,0,0.08,"E",12,9,43,50,"B10","Diesel",4348,"R72",0
2007767,0,0.21,"B",10,2,42,50,"B12","Regular",93,"R31",0
3068279,0,0.21,"E",6,13,42,90,"B2","Regular",3856,"R11",0
2028430,0,0.13,"E",4,0,52,76,"B12","Regular",4762,"R93",0
1197779,0,0.38,"E",10,27,28,72,"B13","Regular",2733,"R93",0
3002648,0,0.1,"C",9,3,43,50,"B12","Regular",182,"R52",0
71368,0,0.47,"D",12,3,58,50,"B10","Diesel",975,"R31",0
6093888,0,0.42,"F",7,8,30,72,"B12","Regular",15386,"R11",0
3043970,0,0.2,"F",7,2,52,100,"B12","Diesel",15725,"R11",0
3173839,0,0.55,"B",8,2,70,50,"B12","Diesel",61,"R24",0
2011565,0,0.53,"D",10,10,27,90,"B12","Diesel",557,"R22",0
1119319,0,0.47,"C",6,4,57,58,"B2","Diesel",149,"R24",0
1067008,0,1,"E",4,1,55,50,"B1","Regular",3963,"R91",0
5037729,0,0.27,"C",7,2,66,50,"B12","Diesel",112,"R83",0
6068590,0,0.08,"C",5,5,52,50,"B10","Diesel",393,"R91",0
1065961,0,0.35,"D",5,13,76,50,"B2","Regular",824,"R91",0
1025930,0,1,"A",7,12,34,50,"B2","Regular",30,"R74",0
3134766,0,0.7,"C",5,4,34,57,"B3","Diesel",402,"R93",0
6056459,0,0.29,"D",7,2,59,50,"B12","Diesel",1287,"R72",0
2256761,0,1,"B",6,14,42,68,"B1","Diesel",66,"R93",0
92172,0,0.11,"D",7,11,24,90,"B3","Regular",1171,"R11",0
6077185,2,0.74,"E",7,4,50,50,"B12","Diesel",3258,"R11",8320
3206234,0,1,"C",7,9,60,50,"B6","Diesel",144,"R82",0
3105418,0,1,"D",7,14,42,50,"B1","Regular",1601,"R41",0
2223327,0,0.08,"B",9,2,31,51,"B11","Diesel",88,"R72",0
2082539,0,1,"C",4,16,43,50,"B1","Regular",478,"R41",0
1014993,0,0.32,"E",5,0,58,50,"B12","Regular",3301,"R73",0
3238942,0,0.08,"C",5,11,44,50,"B5","Diesel",209,"R23",0
3152829,0,1,"D",7,7,47,50,"B2","Diesel",581,"R82",0
1093608,0,0.31,"D",6,17,47,50,"B2","Diesel",1601,"R41",0
5084716,0,0.71,"D",8,3,35,50,"B12","Regular",611,"R93",0
3152671,0,0.66,"A",12,1,37,75,"B1","Diesel",28,"R25",0
6084204,0,0.46,"B",10,10,25,72,"B12","Regular",88,"R54",0
4143570,0,1,"C",5,16,54,50,"B2","Diesel",186,"R82",0
4174303,0,1,"B",6,11,60,50,"B2","Diesel",56,"R24",0
3044266,0,0.73,"F",10,0,48,67,"B12","Regular",10155,"R11",0
53273,0,0.34,"C",7,14,32,75,"B2","Regular",405,"R24",0
2261279,0,1,"F",6,8,28,68,"B2","Diesel",10477,"R11",0
2218957,0,0.08,"B",5,10,28,80,"B1","Diesel",55,"R73",0
3087542,0,1,"C",5,4,53,50,"B2","Regular",213,"R74",0
2109198,1,0.31,"C",4,14,49,50,"B2","Regular",216,"R82",583.04
1195226,0,1,"D",7,1,42,50,"B12","Diesel",534,"R11",0
5051139,0,0.75,"E",5,15,39,50,"B2","Diesel",2859,"R11",0
32176,0,0.44,"E",6,2,20,50,"B13","Diesel",3866,"R24",0
98988,0,0.49,"D",6,10,26,90,"B6","Diesel",1054,"R24",0
1189080,0,0.49,"C",5,1,33,106,"B2","Diesel",171,"R91",0
3092285,0,1,"C",7,15,39,50,"B2","Regular",298,"R24",0
4167572,0,0.7,"E",6,8,29,100,"B2","Diesel",3317,"R93",0
2217670,0,0.08,"B",6,9,62,64,"B1","Diesel",75,"R72",0
3156742,0,0.17,"A",6,4,40,80,"B1","Diesel",37,"R24",0
3169111,0,1,"E",7,16,32,64,"B2","Regular",4116,"R24",0
51331,0,0.05,"D",5,4,51,51,"B1","Regular",1329,"R11",0
6001682,0,0.54,"C",10,7,59,57,"B12","Diesel",203,"R82",0
149575,0,0.83,"A",7,22,61,50,"B1","Regular",8,"R24",0
5075834,0,0.06,"E",4,3,45,54,"B12","Regular",2537,"R31",0
2135041,0,0.5,"C",5,6,53,50,"B1","Regular",110,"R93",0
2279240,0,0.08,"C",9,1,33,50,"B2","Regular",245,"R93",0
50410,0,0.05,"E",7,1,34,57,"B1","Regular",3541,"R52",0
2126870,0,0.75,"B",7,16,39,50,"B2","Diesel",72,"R24",0
3149413,0,0.69,"B",11,8,40,50,"B4","Diesel",71,"R24",0
1017410,0,1,"B",7,9,53,50,"B2","Diesel",81,"R24",0
4127718,0,1,"D",5,13,36,50,"B5","Diesel",1054,"R24",0
63859,0,1,"E",7,2,74,50,"B2","Diesel",3317,"R93",0
68460,0,0.54,"B",7,15,29,85,"B13","Regular",71,"R22",0
2046161,0,0.25,"B",7,7,63,50,"B2","Diesel",51,"R24",0
2260832,0,1,"E",6,14,54,50,"B2","Diesel",4128,"R52",0
3246961,0,0.08,"E",6,16,38,57,"B2","Diesel",2498,"R72",0
3043209,0,0.87,"D",6,0,35,50,"B12","Diesel",1006,"R93",0
5066985,1,0.35,"D",7,1,47,50,"B12","Diesel",716,"R93",1204
4171344,0,1,"A",5,3,51,50,"B2","Diesel",18,"R24",0
1158969,0,1,"B",7,12,36,50,"B2","Diesel",51,"R24",0
2099263,0,0.83,"C",7,8,56,62,"B1","Regular",319,"R24",0
127021,0,0.18,"B",14,0,52,50,"B10","Regular",83,"R24",0
138463,0,1,"C",6,9,46,50,"B1","Diesel",105,"R24",0
31021,0,0.92,"B",7,9,32,50,"B2","Regular",86,"R23",0
1116591,0,0.09,"E",7,5,44,50,"B2","Regular",3386,"R53",0
1022600,0,0.47,"C",8,0,40,50,"B6","Regular",461,"R53",0
4131992,0,1,"D",6,12,44,50,"B1","Regular",1962,"R82",0
3144381,0,0.8,"A",4,15,43,50,"B2","Diesel",21,"R22",0
4186318,0,0.75,"A",6,15,45,50,"B1","Diesel",8,"R24",0
4115470,0,1,"A",7,9,52,50,"B1","Diesel",18,"R24",0
2097784,0,0.99,"F",9,17,41,50,"B11","Regular",27000,"R11",0
2267989,0,0.33,"D",8,0,34,106,"B10","Diesel",1326,"R93",0
2062492,1,1,"D",6,11,46,50,"B1","Regular",1219,"R25",594.74
4013533,0,0.42,"A",11,3,42,50,"B12","Diesel",19,"R93",0
3034580,0,0.04,"B",9,10,34,64,"B3","Regular",58,"R93",0
37857,0,1,"C",8,12,41,50,"B1","Diesel",135,"R24",0
3149092,0,1,"E",5,4,35,51,"B4","Diesel",4128,"R52",0
2059870,0,1,"A",7,16,59,50,"B1","Regular",35,"R11",0
1116433,2,0.76,"D",7,9,30,60,"B4","Regular",611,"R93",1360.63
1038138,0,1,"A",5,16,57,50,"B2","Regular",42,"R24",0
1032893,0,0.03,"E",6,6,39,60,"B5","Diesel",3374,"R42",0
1040115,0,1,"E",6,2,47,50,"B2","Diesel",3434,"R11",0
4158070,1,0.34,"C",6,11,20,95,"B1","Regular",120,"R91",84.92
4047279,0,0.71,"C",4,2,55,50,"B12","Diesel",143,"R93",0
1023809,0,0.15,"D",7,14,54,70,"B1","Regular",1943,"R24",0
4135702,0,1,"F",5,6,50,50,"B2","Diesel",27000,"R11",0
2020936,0,0.005479452,"E",4,1,55,50,"B12","Regular",3302,"R11",0
4167449,0,1,"D",7,7,39,95,"B6","Regular",670,"R82",0
1067469,0,0.83,"C",5,0,45,68,"B5","Regular",130,"R91",0
1147721,0,1,"D",9,15,58,50,"B1","Regular",1054,"R24",0
1194895,0,0.49,"E",6,10,35,85,"B1","Regular",6864,"R11",0
3245317,0,0.07,"D",4,14,48,50,"B14","Regular",793,"R11",0
2139214,0,0.25,"B",7,4,20,95,"B2","Regular",73,"R24",0
2079535,0,0.06,"E",5,9,23,50,"B2","Regular",3021,"R53",0
1009851,0,0.12,"D",7,4,36,50,"B2","Regular",581,"R82",0
5043863,0,0.02,"F",15,4,58,50,"B12","Regular",27000,"R11",0
6093971,0,0.04,"B",7,2,50,50,"B12","Diesel",97,"R93",0
2187343,0,1,"A",7,7,51,50,"B1","Diesel",44,"R24",0
6100938,0,0.55,"E",7,1,34,85,"B12","Diesel",6944,"R11",0
3050836,0,1,"C",6,7,75,50,"B5","Diesel",287,"R53",0
1027609,0,0.17,"C",4,17,31,80,"B1","Regular",222,"R24",0
1101436,0,0.5,"C",5,8,50,57,"B2","Regular",416,"R82",0
3247787,0,0.08,"D",7,2,36,50,"B3","Diesel",1977,"R26",0
1014556,0,0.4,"D",5,0,40,68,"B12","Regular",721,"R93",0
6069202,0,0.7,"C",5,2,39,78,"B12","Regular",313,"R11",0
2190275,0,1,"C",4,11,58,50,"B4","Diesel",151,"R93",0
4144634,0,1,"D",6,16,47,85,"B1","Regular",1466,"R31",0
1028634,0,0.06,"C",8,7,26,76,"B2","Diesel",295,"R24",0
2079978,0,1,"C",9,14,43,50,"B2","Regular",215,"R93",0
1064660,0,0.41,"B",12,7,44,50,"B10","Diesel",68,"R82",0
5089190,0,0.61,"C",5,0,37,50,"B12","Diesel",332,"R82",0
4166051,0,0.53,"B",10,5,70,50,"B12","Regular",55,"R25",0
4123501,0,1,"B",6,9,56,50,"B2","Diesel",97,"R72",0
2089103,0,1,"D",7,6,50,50,"B10","Regular",1408,"R52",0
4183021,0,0.03,"D",6,12,21,85,"B1","Diesel",746,"R72",0
2155432,0,0.48,"B",6,15,65,54,"B2","Diesel",66,"R93",0
1015179,0,0.4,"D",4,2,30,80,"B12","Regular",645,"R94",0
24878,1,0.06,"C",5,6,22,118,"B3","Diesel",383,"R93",2409.66517762648
139693,0,1,"D",7,16,48,50,"B1","Regular",511,"R24",0
3188788,0,1,"B",5,5,36,50,"B2","Diesel",57,"R24",0
2201628,0,1,"B",7,7,44,50,"B2","Regular",57,"R24",0
110433,0,0.29,"C",5,3,37,51,"B3","Diesel",204,"R25",0
2076532,1,1,"F",6,6,60,50,"B12","Regular",27000,"R11",258.62
1018572,0,1,"C",7,1,58,50,"B1","Regular",473,"R53",0
3126554,0,0.27,"C",6,7,35,85,"B2","Diesel",186,"R24",0
1191753,0,0.08,"C",5,9,26,68,"B1","Regular",322,"R73",0
2069751,0,0.26,"A",5,19,35,58,"B3","Regular",29,"R24",0
26419,0,0.4,"C",6,13,24,95,"B6","Diesel",114,"R52",0
2216931,0,0.08,"B",8,9,58,50,"B1","Regular",63,"R91",0
1134846,0,0.19,"D",6,14,33,50,"B12","Diesel",1284,"R25",0
6005768,0,0.61,"E",6,10,43,68,"B13","Diesel",9307,"R82",0
75425,0,0.25,"E",6,9,54,80,"B1","Regular",2859,"R11",0
1121242,0,0.01,"C",7,2,37,66,"B1","Diesel",416,"R31",0
3129460,0,1,"E",4,23,36,95,"B1","Regular",3744,"R93",0
1167225,0,0.05,"A",6,14,43,50,"B6","Diesel",12,"R82",0
2192391,0,0.81,"C",4,3,51,50,"B1","Regular",302,"R53",0
110166,0,0.45,"B",7,16,57,50,"B2","Regular",63,"R82",0
1028113,0,1,"C",5,6,47,50,"B4","Diesel",203,"R24",0
3146610,0,0.48,"E",6,5,38,50,"B2","Diesel",4762,"R93",0
3008513,0,0.12,"C",7,0,61,50,"B12","Diesel",200,"R31",0
3153264,0,0.94,"D",8,15,49,50,"B1","Diesel",632,"R54",0
3161972,0,0.08,"C",6,9,25,76,"B1","Diesel",118,"R24",0
3173698,0,0.16,"B",5,17,44,57,"B3","Regular",91,"R24",0
1115960,0,0.61,"C",4,13,42,72,"B2","Regular",186,"R24",0
2147721,0,1,"C",7,24,27,64,"B1","Regular",205,"R52",0
5007528,0,0.78,"C",4,5,53,55,"B12","Regular",132,"R94",0
2145097,0,0.03,"A",5,23,62,50,"B2","Regular",43,"R24",0
69828,0,0.73,"C",7,6,35,58,"B2","Diesel",114,"R53",0
1104356,0,1,"D",4,10,51,50,"B1","Diesel",1466,"R31",0
1155086,0,1,"C",4,8,27,80,"B2","Regular",153,"R54",0
3037131,0,0.61,"D",6,1,69,50,"B12","Diesel",614,"R93",0
4186561,0,1,"C",6,4,63,50,"B1","Diesel",105,"R24",0
5063632,0,0.02,"D",8,0,39,50,"B12","Diesel",824,"R91",0
3161667,0,0.75,"A",5,4,32,60,"B1","Diesel",38,"R26",0
3242280,0,0.07,"D",4,4,44,54,"B6","Diesel",1565,"R31",0
111137,0,0.35,"A",5,0,21,85,"B1","Diesel",18,"R24",0
3002419,0,0.28,"D",6,3,33,54,"B12","Diesel",572,"R93",0
134540,0,1,"C",8,14,66,50,"B2","Regular",125,"R53",0
4038316,0,0.63,"A",4,1,52,50,"B12","Diesel",30,"R91",0
1118273,0,1,"D",7,3,49,54,"B3","Diesel",1526,"R82",0
1015300,0,0.13,"E",6,0,64,50,"B12","Regular",4762,"R93",0
1196223,0,0.08,"C",6,2,28,64,"B2","Diesel",280,"R72",0
2148017,0,0.39,"D",8,10,37,50,"B1","Diesel",1199,"R52",0
4188143,0,0.02,"E",4,14,41,64,"B1","Regular",9307,"R82",0
1123843,0,0.14,"A",7,16,40,50,"B1","Diesel",16,"R24",0
